Receiving Node ID, Transmitting Node ID, RSSI (dBm)
4,7,-53
4,2,-79
4,0,-57
4,0,-57
4,2,-79
4,1,-90
4,2,-79
4,1,-90
4,0,-57
4,1,-90
4,6,-55
4,7,-54
4,2,-79
4,0,-57
4,6,-55
4,2,-79
4,1,-90
4,6,-55
4,7,-54
4,0,-59
4,6,-55
4,6,-55
4,7,-54
4,7,-54
4,2,-78
4,2,-81
4,1,-94
4,2,-79
4,1,-96
4,6,-55
4,1,-85
4,2,-88
4,0,-56
4,1,-92
4,6,-55
4,7,-54
4,0,-56
4,6,-55
4,6,-55
4,2,-79
4,6,-55
4,7,-53
4,1,-90
4,7,-53
4,1,-90
4,2,-79
4,1,-90
4,0,-56
4,1,-89
4,5,-42
4,2,-79
4,6,-55
4,7,-54
4,1,-90
4,2,-79
4,0,-57
4,5,-42
4,5,-42
4,6,-55
4,1,-89
4,0,-57
4,5,-42
4,6,-55
4,2,-79
4,6,-55
4,7,-54
4,1,-90
4,7,-54
4,2,-80
4,1,-89
4,2,-79
4,0,-56
4,5,-42
4,0,-56
4,5,-42
4,2,-79
4,7,-54
4,1,-89
4,2,-79
4,0,-57
4,5,-42
4,0,-57
4,5,-42
4,6,-55
4,7,-53
4,2,-79
4,5,-42
4,6,-55
4,2,-79
4,7,-53
4,1,-90
4,7,-54
4,1,-90
4,2,-79
4,0,-56
4,2,-79
4,0,-57
4,0,-56
4,5,-42
4,5,-42
4,1,-90
4,6,-55
4,7,-53
4,1,-89
4,2,-79
4,0,-56
4,5,-42
4,0,-57
4,5,-42
4,5,-42
4,7,-53
4,2,-79
4,5,-42
4,7,-54
4,7,-54
4,1,-90
4,7,-54
4,0,-57
4,2,-79
4,0,-57
4,2,-79
4,0,-56
4,0,-57
4,5,-42
4,5,-42
4,5,-42
4,2,-80
4,7,-54
4,7,-53
4,1,-90
4,0,-57
4,0,-57
4,5,-42
4,5,-42
4,6,-55
4,1,-90
4,2,-79
4,5,-42
4,6,-56
4,7,-54
4,7,-54
4,2,-79
4,0,-56
4,2,-79
4,0,-57
4,0,-57
4,5,-42
4,5,-42
4,5,-42
4,2,-79
4,7,-54
4,7,-54
4,0,-57
4,0,-57
4,5,-42
4,7,-53
4,2,-79
4,7,-54
4,2,-79
4,0,-56
4,2,-79
4,0,-56
4,0,-56
4,5,-42
4,2,-79
4,7,-54
4,7,-54
4,2,-79
4,5,-42
4,0,-56
4,5,-42
4,7,-53
4,7,-54
4,2,-79
4,2,-79
4,0,-56
4,1,-90
4,1,-89
4,0,-57
4,1,-90
4,5,-42
4,0,-56
4,5,-42
4,5,-42
4,1,-90
4,1,-90
4,6,-55
4,7,-53
4,1,-89
4,2,-79
4,5,-42
4,0,-57
4,5,-42
4,7,-54
4,7,-54
4,2,-79
4,7,-54
4,2,-79
4,0,-56
4,0,-57
4,1,-90
4,0,-57
4,1,-90
4,5,-42
4,1,-89
4,5,-42
4,0,-57
4,5,-42
4,6,-55
4,1,-90
4,6,-55
4,7,-54
4,2,-79
4,7,-54
4,1,-90
4,2,-79
4,5,-42
4,6,-55
4,7,-54
4,1,-90
4,2,-79
4,6,-56
4,7,-54
4,2,-79
4,1,-90
4,0,-57
4,1,-90
4,5,-42
4,0,-56
4,6,-56
4,1,-90
4,7,-54
4,5,-42
4,5,-42
4,1,-90
4,6,-55
4,7,-54
4,2,-79
4,7,-54
4,1,-90
4,2,-79
4,5,-42
4,6,-56
4,6,-56
4,2,-79
4,7,-53
4,1,-90
4,2,-79
4,6,-56
4,7,-54
4,2,-79
4,0,-56
4,0,-56
4,0,-57
4,1,-90
4,0,-57
4,1,-90
4,5,-42
4,5,-42
4,6,-55
4,1,-90
4,7,-54
4,5,-42
4,6,-56
4,1,-90
4,6,-55
4,2,-79
4,2,-79
4,7,-54
4,0,-57
4,1,-90
4,5,-42
4,6,-55
4,6,-55
4,2,-79
4,7,-54
4,0,-56
4,2,-79
4,6,-55
4,7,-54
4,2,-79
4,0,-56
4,0,-57
4,0,-56
4,7,-54
4,7,-54
4,5,-42
4,6,-55
4,1,-89
4,7,-54
4,5,-42
4,6,-55
4,1,-89
4,6,-55
4,7,-54
4,2,-79
4,0,-56
4,1,-89
4,5,-42
4,6,-55
4,6,-55
4,2,-79
4,7,-54
4,0,-56
4,6,-55
4,2,-79
4,0,-56
4,0,-56
4,7,-54
4,6,-55
4,1,-90
4,5,-42
4,6,-55
4,1,-90
4,7,-54
4,5,-42
4,6,-55
4,1,-90
4,6,-55
4,2,-79
4,2,-79
4,0,-57
4,0,-56
4,7,-54
4,5,-42
4,2,-79
4,6,-55
4,2,-79
4,0,-56
4,6,-55
4,7,-54
4,0,-56
4,1,-90
4,6,-55
4,7,-54
4,1,-90
4,5,-42
4,6,-55
4,1,-90
4,7,-54
4,5,-42
4,2,-79
4,6,-55
4,1,-90
4,6,-55
4,2,-79
4,0,-56
4,0,-56
4,7,-54
4,5,-42
4,2,-79
4,6,-55
4,2,-79
4,0,-56
4,5,-42
4,2,-79
4,0,-57
4,1,-90
4,1,-90
4,7,-54
4,6,-55
4,1,-90
4,5,-42
4,6,-55
4,1,-90
4,7,-54
4,5,-42
4,2,-79
4,6,-55
4,5,-42
4,2,-79
4,0,-56
4,7,-53
4,5,-42
4,2,-79
4,2,-79
4,6,-55
4,5,-42
4,2,-79
4,1,-90
4,6,-55
4,7,-53
4,6,-55
4,7,-54
4,5,-42
4,6,-56
4,5,-42
4,2,-79
4,5,-42
4,2,-79
4,6,-55
4,5,-42
4,2,-79
4,7,-54
4,0,-57
4,7,-54
4,5,-42
4,2,-79
4,2,-79
4,5,-42
4,2,-79
4,0,-57
4,6,-56
4,7,-54
4,6,-55
4,5,-42
4,6,-56
4,5,-42
4,2,-79
4,2,-79
4,5,-42
4,2,-79
4,7,-54
4,0,-58
4,7,-54
4,5,-42
4,2,-79
4,2,-79
4,0,-58
4,7,-54
4,5,-42
4,2,-79
4,0,-58
4,6,-55
4,6,-55
4,6,-55
4,6,-55
4,5,-42
4,6,-55
4,2,-79
4,1,-90
4,5,-42
4,2,-79
4,0,-58
4,6,-56
4,7,-54
4,5,-42
4,5,-42
4,1,-96
4,2,-77
4,0,-57
4,7,-54
4,5,-42
4,5,-42
4,2,-79
4,1,-89
4,0,-58
4,7,-54
4,6,-55
4,6,-55
4,5,-42
4,6,-55
4,2,-79
4,2,-79
4,1,-86
4,5,-42
4,2,-83
4,0,-59
4,6,-55
4,5,-42
4,6,-56
4,2,-79
4,1,-89
4,2,-79
4,0,-58
4,7,-54
4,5,-42
4,5,-42
4,2,-79
4,1,-90
4,0,-59
4,0,-59
4,6,-55
4,6,-55
4,5,-42
4,6,-55
4,6,-55
4,2,-79
4,7,-54
4,5,-42
4,2,-80
4,7,-54
4,0,-56
4,6,-55
4,5,-42
4,6,-55
4,2,-79
4,7,-54
4,1,-90
4,2,-79
4,5,-42
4,2,-79
4,1,-90
4,6,-55
4,6,-55
4,5,-42
4,6,-55
4,6,-55
4,2,-79
4,2,-79
4,7,-54
4,1,-89
4,5,-42
4,2,-79
4,7,-54
4,0,-58
4,5,-42
4,6,-55
4,2,-79
4,2,-79
4,5,-42
4,2,-79
4,0,-57
4,6,-55
4,5,-42
4,6,-55
4,6,-55
4,7,-53
4,2,-79
4,5,-42
4,2,-79
4,7,-53
4,6,-55
4,6,-56
4,5,-42
4,6,-55
4,7,-53
4,1,-89
4,2,-79
4,5,-42
4,1,-90
4,0,-57
4,7,-53
4,5,-42
4,6,-55
4,6,-55
4,2,-80
4,2,-79
4,7,-53
4,5,-42
4,2,-79
4,5,-42
4,6,-55
4,2,-79
4,2,-79
4,7,-53
4,6,-55
4,5,-42
4,1,-90
4,0,-58
4,5,-42
4,5,-42
4,2,-79
4,6,-55
4,2,-79
4,2,-79
4,5,-42
4,5,-42
4,2,-79
4,5,-42
4,6,-55
4,6,-55
4,5,-42
4,6,-55
4,2,-79
4,2,-79
4,5,-42
4,5,-42
4,2,-79
4,6,-55
4,5,-42
4,1,-89
4,2,-78
4,5,-42
4,5,-42
4,5,-42
4,7,-53
4,2,-81
4,7,-53
4,7,-54
4,1,-85
4,2,-84
4,2,-79
4,7,-53
4,1,-91
4,1,-91
4,7,-53
4,1,-93
4,5,-42
4,1,-89
4,5,-42
4,5,-42
4,2,-80
4,7,-53
4,2,-80
4,2,-79
4,7,-53
4,6,-55
4,5,-42
4,2,-79
4,7,-53
4,1,-90
4,5,-42
4,2,-79
4,7,-53
4,2,-80
4,1,-90
4,0,-57
4,6,-55
4,1,-90
4,7,-53
4,1,-90
4,6,-55
4,6,-55
4,2,-79
4,7,-53
4,7,-53
4,1,-90
4,5,-42
4,0,-57
4,0,-57
4,7,-53
4,6,-54
4,5,-42
4,2,-80
4,7,-53
4,0,-57
4,2,-80
4,1,-90
4,5,-42
4,0,-57
4,6,-55
4,7,-54
4,7,-54
4,1,-90
4,6,-55
4,5,-42
4,2,-80
4,7,-53
4,0,-58
4,0,-58
4,5,-42
4,6,-56
4,5,-42
4,0,-58
4,7,-53
4,5,-42
4,1,-90
4,5,-42
4,2,-79
4,7,-54
4,0,-58
4,1,-89
4,5,-42
4,0,-58
4,1,-90
4,6,-56
4,2,-79
4,5,-42
4,6,-56
4,2,-79
4,0,-57
4,7,-53
4,2,-79
4,0,-58
4,7,-53
4,6,-55
4,5,-42
4,0,-57
4,0,-56
4,7,-53
4,5,-42
4,6,-56
4,2,-80
4,7,-53
4,0,-57
4,6,-55
4,5,-42
4,6,-55
4,2,-80
4,6,-55
4,0,-57
4,2,-79
4,0,-56
4,7,-54
4,0,-56
4,2,-79
4,6,-55
4,0,-56
4,0,-56
4,2,-79
4,5,-42
4,6,-55
4,2,-79
4,7,-53
4,2,-79
4,5,-42
4,0,-56
4,7,-53
4,6,-54
4,6,-55
4,6,-55
4,0,-56
4,0,-56
4,0,-56
4,5,-42
4,6,-56
4,2,-79
4,0,-56
4,7,-54
4,1,-90
4,6,-56
4,6,-55
4,0,-57
4,2,-80
4,7,-54
4,5,-42
4,0,-57
4,1,-89
4,7,-53
4,5,-42
4,1,-89
4,0,-58
4,0,-58
4,2,-80
4,0,-57
4,5,-42
4,6,-56
4,2,-79
4,0,-58
4,7,-54
4,5,-42
4,6,-56
4,0,-58
4,6,-56
4,7,-55
4,1,-90
4,6,-55
4,0,-58
4,7,-54
4,5,-42
4,1,-89
4,6,-56
4,0,-58
4,0,-57
4,0,-57
4,7,-54
4,7,-54
4,5,-42
4,6,-56
4,0,-57
4,7,-54
4,7,-54
4,6,-55
4,0,-56
4,6,-56
4,7,-54
4,1,-89
4,6,-55
4,0,-56
4,6,-56
4,0,-57
4,0,-56
4,7,-54
4,7,-54
4,5,-42
4,6,-56
4,6,-56
4,0,-57
4,0,-58
4,7,-54
4,7,-54
4,6,-56
4,0,-57
4,5,-42
4,7,-54
4,6,-56
4,0,-56
4,6,-56
4,7,-54
4,0,-56
4,2,-79
4,2,-79
4,5,-42
4,2,-79
4,5,-42
4,1,-89
4,7,-54
4,0,-56
4,0,-56
4,2,-79
4,2,-79
4,7,-55
4,0,-56
4,5,-42
4,7,-54
4,0,-57
4,5,-42
4,7,-54
4,2,-79
4,2,-79
4,1,-89
4,5,-42
4,2,-79
4,1,-89
4,7,-54
4,1,-90
4,5,-42
4,7,-54
4,0,-57
4,0,-57
4,2,-79
4,1,-89
4,5,-42
4,7,-54
4,1,-89
4,0,-57
4,5,-42
4,7,-55
4,0,-57
4,5,-42
4,7,-54
4,2,-79
4,2,-79
4,1,-89
4,5,-42
4,2,-80
4,1,-89
4,1,-85
4,1,-98
4,6,-55
4,7,-54
4,0,-57
4,2,-79
4,2,-79
4,1,-89
4,5,-42
4,1,-89
4,6,-55
4,0,-57
4,2,-79
4,5,-42
4,7,-54
4,6,-56
4,6,-56
